,Text,Intent
280,tell me the duration it takes to get a new cc,oos
281,is it a short time before i receive my new credit card,oos
282,how long before my updated cc takes to arrive,oos
283,how long does it take a new card to arrive in the mail to me,oos
284,what is the length of time it takes a new card to get mailed to me,oos
285,how much time does it take a new card to get mailed to me,oos
286,how soon does it take a card new card to get mailed to me,oos
287,"after losing a credit card, how long does it take to get a new one",oos
288,"if i lose my credit card, will i get a replacement immediately",oos
289,what is the time frame for receiving a new credit card if my original one gets lost,oos
290,how long should i expect to wait for my replacement credit card,oos
291,will my new credit card be here this week,oos
292,how long does it usually take for a new credit card to come,oos
293,what is the eta on getting a replacement card,oos
294,show tracking information on my replacement credit card,oos
295,when will i get my replacement card,oos
296,will it take more than a month to get a new card,oos
297,what's the time in london right now,oos
298,what's the time,oos
299,what is the time in london,oos
300,i need to know what time it is,oos
301,tell me what time it is,oos
302,what time of day is it,oos
303,what time is it in pacific standard time,oos
304,what time is it over in pacific time,oos
305,what time is it in the pacific standard time,oos
306,how late is it now in ourense,oos
307,what is the current time right now in hollywood,oos
308,what time is it now in michigan,oos
309,what is the present status of my credit card application,oos
310,pull up my credit card application's current status,oos
311,has my credit card application processed yet,oos
312,check the status of my credit card application please,oos
313,has my card application successfully gone through,oos
314,go to the credit card site and check if my application has gone through,oos
315,has my credit card application been approved yet,oos
316,i would like to know if my visa card application has been approved,oos
317,can you let me know if my visa card has been approved,oos
318,at what point will the review of my credit card application be completed,oos
319,can you check if my mastercard application has been reviewed yet,oos
320,please let me know how my credit card application is going,oos
321,please let me know if my discover card application has been approved,oos
322,when am i boarding my flight,oos
323,can you please update the status of flight dl123,oos
324,when is the expected arrival of flight dl123,oos
325,is flight dl123 due to land as schedule,oos
326,tell me flight dl123's statud,oos
327,for flight dl123 what's the status,oos
328,could you tell me the status of flight dl123,oos
329,at what time is my flight scheduled to land,oos
330,ostensibly when is my flight going to land,oos
331,what time does my flight board,oos
332,when is my flight boarding,oos
333,flip a normal coin,oos
334,flip a heads or tails coin i pick heads,oos
335,"flip a coin, i choose heads",oos
336,please flip a coin,oos
337,flip coin ai,oos
338,please go ahead and flip a coin,oos
339,flip the coin ai,oos
340,please flip coin,oos
341,i wanna flip a coin,oos
342,please flip the coin,oos
343,please flip the coin over ai,oos
344,i'm wanting you to flip a coin,oos
345,flip me a coin,oos
346,i want you to flip a coin now,oos
347,will you start calling me chaz,oos
348,stop calling me charlie and from now on always call me chip,oos
349,i want you to call me a different name so can you call me charchar,oos
350,"from now on, my name is tom",oos
351,please call me tom,oos
352,you can call me jason,oos
353,my name is jason,oos
354,jason is my name,oos
355,i prefer to be called jason,oos
356,my name is nick,oos
357,refer to me as nick,oos
358,the name is nick,oos
359,you could say my name is nick,oos
360,what place were you born at,oos
361,what place were you made at,oos
362,what place do you come from,oos
363,where do you hale from,oos
364,what place were you born,oos
365,where are you from before you got here,oos
366,let me know when you were made,oos
367,where you from,oos
368,where are you from oroginally,oos
369,where are you originally from before coming here,oos
370,what's your home town,oos
371,what country are you from,oos
372,where did you come from,oos
373,"i'm not sure if watermelon is on my shopping list, but if it isn't can you put it on there",oos
374,is it possible to add grapes to my shopping list if they aren't on there already,oos
375,please add bananas to my shopping list unless i already did,oos
376,can you add apples to my shopping list if they aren't already on there,oos
377,would you be willing to add bread to my shopping list if i haven't already,oos
378,"i'm out of cleaning supplies, remind me on my list",oos
379,"i don't have any more steak, please put that on my grocery list",oos
380,"i'm out of apples, add that to my list",oos
381,"i have no oranges, put them onto my list",oos
382,do i have peanuts on my shopping list if not please add it,oos
383,i'm out of kleenex so will you put that on my shopping list,oos
384,i'm out of paper towels so will you put that on my shopping list,oos
385,i'm out of toilet paper so will you put that on my shopping list,oos
386,do i have graham crackers on my shopping list if not please add it,oos
387,i'm out of clorox wipes so will you put that on my shopping list,oos
388,i'm out of laundry detergent so will you put that on my shopping list,oos
389,what categories of questions can you answer,oos
390,can you tell me what i can ask the ai,oos
391,what types of things can i ask the ai,oos
392,what can i ask the ai,oos
393,what questions can you answer,oos
394,what am i allowed to ask you,oos
395,what are the different subjects that you know,oos
396,which kinds of info are you familiar with,oos
397,what kind of information do you know,oos
398,which subjects can you tell me about,oos
399,can i ask you all different types of questions,oos
400,what kind of questions can you answer,oos
401,i do not have that information,oos
402,i do not know the answer to that,oos
403,perhaps,oos
404,possibly either one,oos
405,i don't have any idea,oos
406,can't say,oos
407,i couldn't say either could be possible,oos
408,which one i don't know either i guess,oos
409,i just don't know,oos
410,don't have any idea,oos
411,i don't know the anwser,oos
412,couldn't tell you,oos
413,either i am not sure,oos
414,don't know,oos
415,i don't have an answer for that,oos
416,maybe it does,oos
417,how to change oil of a car,oos
418,how can i change car oil,oos
419,where can i find a page showing my how to change my oil,oos
420,what weight oil do i need and how do i change the oil for my chevy truck,oos
421,what kind of oil do i need for my ford truck and how can i change it,oos
422,what kind of oil and how much do i need for my toyota tacoma truck and how do i do it,oos
423,what oil do i need for my honda crv and how do i change it,oos
424,"i need a tutorial to learn how to change my oil, please",oos
425,what steps do i need to follow to change the oil in my car,oos
426,can you get me simple instructions on how to do an oil change,oos
427,can you teach me to change my oil,oos
428,can you tell me how to change my oil,oos
429,please reserve a table for 2 at lucky's under the name melissa at 7 pm,oos
430,i would like to reserve a table for 2 at sam's steakhouse under the name jessie at 6:30 pm,oos
431,help me reserve a table for 3 at lucky's under the name crystal at 8 pm,oos
432,would you please schedule a reservation for 2 at lucky's under the name sam at 7:30pm,oos
433,book 3 under the name zebee at xenophobe,oos
434,what reservations are available for 3 people at the xenophobe,oos
435,under the name zebee book a reservation at the xenophobe for 3,oos
436,use the name wheeler to reserve a table for 3 at andrea's steakhouse at 5pm,oos
437,i need a table for 3 at 5pm at andrea's steakhouse under wheeler,oos
438,book room for me and her under the name kendra,oos
439,allow me to turn on the lights,oos
440,make me a reservation for 5 people at village tavern for the calloways,oos
441,do i have more than $100 in my pnc account,oos
442,how much is in my pnc account,oos
443,how much money do i have in my pnc account,oos
444,what is the balance in my pnc account,oos
445,is there enough in my savings account to get a new tv,oos
446,could be there be a good amount of money in my checking account to go on a vacation,oos
447,can i afford a new tv from my savings account,oos
448,will i have enough to get a new roku with my savings account,oos
449,i hope i have enough money in my chase account to buy new clothes,oos
450,i am not sure if i have enough money in my chase account to buy a new dress,oos
451,please tell me how much money i have in my bank accounts,oos
452,i need to know how much money i have in all of my bank accounts,oos
453,can you tell me how much money i have i my bank accounts,oos
454,please double check my reservations for six at mani,oos
455,confirm my johnny rockets reservation for this evening,oos
456,please double check on my reservations for buffalo wild wings at five for the game,oos
457,i would like to try and confirm that i have a reservation at applebee's for kristen,oos
458,i would like to try and confirm that i have a reservation at chili's for bart,oos
459,i would like to try and confirm that i have a reservation at longhorn for justin,oos
460,i would like to try and confirm that i have a reservation at carrabbas for heather,oos
461,i want to confirm friday's reservation at 2:00,oos
462,confirm my friday reservation at 2:00,oos
463,i am here to conform my friday reservation at 2:00,oos
464,i'd like to confirm the 2:00 reservation for friday,oos
465,check to see if i am still booked to be eating at gusto handcrafted pasta & pizza at 6:30 pm,oos
466,is my dinner reservation for gusto handcrafted pasta & pizza at 6:30 pm still valid,oos
467,please call gusto handcrafted pasta & pizza and ask them about the status of my reservation for 6:30 pm,oos
468,will you check to see if i am still reserved for 6:30 pm at gusto handcrafted pasta & pizza,oos
469,please confirm my reservation for dinner at gusto handcrafted pasta & pizza at 6:30 pm,oos
470,can you place a stop on my account,oos
471,please put a block on my capital one account immediately,oos
472,please put a block on my us bank account immediately,oos
473,i need you to act swiftly and freeze all activity on my capital one checking,oos
474,place a hold on my chase money market market account at once,oos
475,i need to block all transactions from going through on my citi checking account straight away,oos
476,can you initiate a block on my bank of america checking asap,oos
477,i need my savings account placed under a block as soon as possible,oos
478,please put a hold on my retirement account right now,oos
479,i want a block placed on my college fund account immediately,oos
480,will my 401k rollover,oos
481,will my 401k carryover,oos
482,will my 401k carryover or not,oos
483,could my 401k be rolled over,oos
484,can the 401k i have be rolled over,oos
485,is there a way to roll over my 401k,oos
486,is it possible to rollover my 401k,oos
487,am i able to rollover my 401k,oos
488,how should i rollover my 401k,oos
489,due to getting a new job i need assistance with my 401k rollover,oos
490,"i'm at a new job and i need to do a 401k rollover, how do i do this",oos
491,how do i rollover my 401k,oos
492,rolling over my 401k help,oos
493,assistance in rolling over my 401k,oos
494,rollover my 401k assistance,oos
495,what company is responsible for your design,oos
496,what firm is responsible for your design,oos
497,who were you created by,oos
498,who are you manufactured by,oos
499,who is your manufacturer,oos
500,who makes you,oos
501,what organization manufactures you,oos
502,who's your creator,oos
503,what manufactures you,oos
504,who is the person responsible for creating you,oos
505,who brought you into existence,oos
506,who formed thou,oos
507,who conjured you,oos
508,who programmed you,oos
509,where were you programmed,oos
510,what company designed you,oos
511,whats the travel time to redmond right now,oos
512,how long will the trip to portland be,oos
513,how long is it going to take me to get to bellevue,oos
514,how long will it take to get to tacoma,oos
515,how long is the drive to the closest gas station,oos
516,i need to know how long it will take me to get to the bank,oos
517,how long will it take for me to get to the gas station,oos
518,what is the remaining time until we are at our destination,oos
519,how many miles away am i from madison square garden,oos
520,how long would it take to get to chicago by bus,oos
521,how long to seattle on a bus,oos
522,how long is it to ann arbor by bus,oos
523,how long to washington dc on a bus,oos
524,what is the average time it takes to get to target in los angeles,oos
525,can you please tell me how long it will take to get to target in austin,oos
526,how long would it take to get to mcdonald's in houston,oos
527,do you have my name programmed,oos
528,do you think my name is jeff,oos
529,is joey my name,oos
530,tell me my name,oos
531,say my name in a sentence,oos
532,what is my name,oos
533,tell me my name the way its saved,oos
534,tell me what my name is,oos
535,how is my name saved,oos
536,in what form is my name saved,oos
537,how is my name saved aw,oos
538,how do you show my name,oos
539,are you able to call me by my name,oos
540,what name is saved for me,oos
541,what is the timezone of saigon,oos
542,what timezone is hanoi in,oos
543,what timezone do ho chi minh use,oos
544,what timezone is honolulu in,oos
545,what timezone is paris in,oos
546,which time zone is germany is in,oos
547,what are the time zones of russia,oos
548,what is the time zone of china,oos
549,tell me the timezone for hong kong,oos
550,british columbia can be found in what timezone,oos
551,in what timezone is atlanta located,oos
552,give me the timezone where vancouver is,oos
553,is the timezone there different,oos
554,what's the timezone over there,oos
555,what's london's timezone,oos
556,do you know london's timezone,oos
557,what timezone is london in,oos
558,i want you to skip past this song to the next track,oos
559,would you skip past this song and just play what comes next,oos
560,let's skip over this song and listen to the next tune instead,oos
561,would you play the next song,oos
562,i want you to skip this song,oos
563,please skip this song for me,oos
564,would you skip this song,oos
565,"now, i want you to play the next song",oos
566,i am needing the next song to be played,oos
567,i want the next song played,oos
568,needing you to play the next song,oos
569,next song please,oos
570,can i hear the song after this one,oos
571,what is the next song on this playlist,oos
572,show all purchases of video games,oos
573,show me all video games purchased,oos
574,what transactions have i made in the last few weeks,oos
575,how much money have i spent on restaurants,oos
576,what transactions have i accrued buying dog food,oos
577,please let me review all items on my mastercard from this billing period,oos
578,what withdrawals were there on my account yesterday,oos
579,was my last transaction at walmart,oos
580,how much was my last transaction for,oos
581,where do you want to eat tonight,oos
582,where is your favorite restaurant to eat,oos
583,do you have any restaurant recommendations,oos
584,where are the best places to eat,oos
585,are there any vegan restaurants in my town,oos
586,list a few pizza places that have seating near my current location,oos
587,are there decent seafood restaurants in portland,oos
588,name a few good steakhouses in chicago,oos
589,does brooklyn have good italian restaurants,oos
590,i would love to find a few vegan restaurants in back bay,oos
591,suggest a few local eateries in mid price range,oos
592,i feel like going out for sushi tonight who in the area serves good sushi,oos
593,i am looking for good southeast asian restaurants in philadelphia,oos
594,"i want to eat mediterranean fare with at least four stars, near me",oos
595,what are some good ethiopian restaurants in queens,oos
596,what are some good vegan restaurants in broadripple,oos
597,what are some good mexican restaurants in indianapolis,oos
598,whats the reward balance for my visa,oos
599,for my visa what's my reward balance,oos
600,how many points on my chase unlimited card,oos
601,what is my gymboree card's rewards balance,oos
602,what is my old navy card's rewards balance,oos
603,how do i check my rewards for my chase card,oos
604,how do i check my rewards for my old navy card,oos
605,how many points have i earned with my amex card,oos
606,my utility bill is coming due and i need a loan,oos
607,can i get some funds to pay my utility bill,oos
608,i want assistance with my utility bill,oos
609,pay a bill!,oos
610,i want to pay a bill,oos
611,submit payment to duke energy for my electric bill,oos
612,make a quarterly payment on my life insurance premium,oos
613,i need to pay my time warner cable bill,oos
614,please pay my utility bill from my wells fargo checking account,oos
615,use my boa account to pay the cable bill,oos
616,use my savings account to pay xfinity,oos
617,pay my cable bill directly from my checking account,oos
618,could you tell me what kind of money i've recently spent,oos
619,how much have i spent lately,oos
620,did i spend too much dough on donuts last week,oos
621,have i been spending excessively on donuts recently,oos
622,was i spending too much money on doughnuts last week,oos
623,have i spent too much of my paycheck on donuts lately,oos
624,how much money did i spent on grocery recently,oos
625,can you tell me how much i spent on grocery shopping recently,oos
626,tell me how much i have spent on grocery shopping just now,oos
627,would you mind telling me how much i have spent recently on grocery shopping,oos
628,how much have i spent on groceries recently,oos
629,how much have i spent on make up recently,oos
630,will i be permitted to take my vacation,oos
631,did i get approval yet to take off next week,oos
632,has my vacation been okayed yet,oos
633,has my maternity leave been approved,oos
634,did my vacation get approved yet,oos
635,what's the status of my medical leave,oos
636,what's the status on my vacation approval,oos
637,when will my vacation get okayed,oos
638,am i cleared to miss work for vacation,oos
639,check if my vacation time has been approved,oos
640,has my request for time off been approved,oos
641,look up the status of my time off request,oos
642,what is the status of my vacation time request,oos
643,i was wondering about the vacation time you said you'll approve,oos
644,"hey, have you approved my vacation time yet",oos
645,can you tell me whether or not you approved my vacation time,oos
646,has my request for vacation time been approved,oos
647,look up my fico credit score,oos
648,can you share my credit score with me,oos
649,where do i go to look at my credit score,oos
650,what's my credit rating right now,oos
651,how bad is my current credit score,oos
652,where's my credit score,oos
653,do you know what my precise credit score is,oos
654,do you know my credit rating number,oos
655,how high is my credit score,oos
656,who has the best credit card offering for a college student,oos
657,can you suggest a few credit cards that have good rewards points,oos
658,i would like to know more about getting a new credit card,oos
659,who should i apply for a credit card for,oos
660,tell me about the chase credit card application process,oos
661,how do i go about applying for a macy's credit card,oos
662,i want to put in an application for a line of a credit card how do i do that,oos
663,i want to apply for a new credit card,oos
664,"i need a new credit card, show me suggestions",oos
665,i need to apply for a new credit card that will match my needs,oos
666,"show me some options for new credit cards that i can apply for, please",oos
667,where can i apply for a black amex card,oos
668,what do i need to do to apply for a visa card,oos
669,how does one apply for a master card,oos
670,who do i contact for lost luggage,oos
671,howcan i locate my luggage,oos
672,i think i lost my luggage,oos
673,what should i do if i lost my luggage,oos
674,i think my luggage is stolen,oos
675,what do i do if i lost my luggage,oos
676,my luggage is missing,oos
677,i think my luggage is missing,oos
678,my luggage is lost,oos
679,i was flying out of chicago on american airlines flight ab123 and my luggage is now lost,oos
680,my luggage is missing off of american airlines flight ab123 out of chicago,oos
681,what is the procedure if i lost my luggage,oos
682,what steps should i follow if i lost my luggage,oos
683,i want to hear that again,oos
684,repeat that for me,oos
685,i did not hear what you said,oos
686,what did you just ask,oos
687,what question did you just ask me,oos
688,what was said,oos
689,what,oos
690,repeat that once more,oos
691,please repeat what you said,oos
692,please ask me again,oos
693,what did you ask again,oos
694,please say that again,oos
695,can you repeat that please,oos
696,what was that question again,oos
697,i'm sorry please repeat the question,oos
698,how's my gas mileage in citys,oos
699,what kind of gas mileage does this car get when going through a city,oos
700,how's my gas mileage while driving through a city,oos
701,how many miles per gallon does my amc rambler get,oos
702,what is the gas mileage on a 2012 ford fusion,oos
703,how many mpg does an equinox get,oos
704,what is the gas mileage on a ford falcon,oos
705,how many miles does this car get per gallon,oos
706,what is the mpg for this car,oos
707,i need to know this car's mpg,oos
708,how many miles will i get for one gallon on this car,oos
709,i would like to know the mpg for this car,oos
710,what's the mpg of my car,oos
711,get me info on my mpg,oos
712,how many mpg does my car get,oos
713,how do you know if your oil needs changed,oos
714,can you tell me when i should change my oil,oos
715,how long does it take before you have to change your oil,oos
716,when do i need to change my oil next,oos
717,when do i need to change my motor oil again,oos
718,when do i need to change my motor oil,oos
719,so when should i change the oil,oos
720,when should change oil tell me please,oos
721,tell me when i should change me oil,oos
722,i need to know when to change oil,oos
723,how long until my oil needs to be changed,oos
724,when will my car need new oil,oos
725,that's definitely true,oos
726,"yes, that is true for sure",oos
727,i know that is true,oos
728,facts,oos
729,that makes sense as well,oos
730,you are correct,oos
731,agreed,oos
732,confirmed,oos
733,i want you to know it's a true statement,oos
734,i know that the statement is true,oos
735,this is a true statement,oos
736,the statement is true,oos
737,that's a yes,oos
738,affirmitive,oos
739,what's the best place to visit in arizona,oos
740,what's the best restaurant in arizona for pizza,oos
741,what are popular mountains to hike in arizona,oos
742,find the favorite destination for traveling this year,oos
743,give me location for tourist destination in bangkok,oos
744,i want to know about tourist places for bangkok,oos
745,i want list of tourist destination for paris,oos
746,i want to know where to visit in bangkok,oos
747,"i would like to find a list of cool things recommended for tourists in copenhagen, denmark",oos
748,"in seoul, what things can i do",oos
749,what's a good place to vacation,oos
750,what is covered under my insurance,oos
751,what is my insurance coverage,oos
752,which insurance do i have,oos
753,what kind of insurance do i have,oos
754,what insurance do i have,oos
755,which insurance plan do i have,oos
756,i am enrolled in what insurance plan,oos
757,what is the insurance plan i am enrolled in,oos
758,"i enrolled in an insurance plan, what one was it",oos
759,what insurance plan do i have,oos
760,how is my insurance coverage,oos
761,what plan am i paying for,oos
762,what are my health benefits like,oos
763,could you list my health benefits,oos
764,can you cancel my todo list please,oos
765,wipe my todo list please,oos
766,remove my todo list,oos
767,please delete my todo list,oos
768,erase my to do list,oos
769,put laundry on my list of things to do,oos
770,clear my to do list,oos
771,erase the items on my to do list,oos
772,i'm finished with my to do list,oos
773,please delete the items on my to do list,oos
774,"remind me to wash the dog, put on list of things to do",oos
775,please put wash the dog on my list of things to do,oos
776,add wash the dog to my list of things to do,oos
777,read my reminder list back to me,oos
778,i want to hear my reminder list,oos
779,"i wanted to remember somethings, what was it",oos
780,list the things i wanted to remember,oos
781,what does my running list of stuff to do list,oos
782,what is on my to do list,oos
783,what are the things i wanted to recall,oos
784,what things did i not want to forget,oos
785,what is it i wanted to bear in mind,oos
786,"whats on my reminder list, read back",oos
787,read all my reminders,oos
788,can you speak more slowly,oos
